Codice;Codici produttore;Descrizione;Descrizione estesa;Marca;Modello;Anno;Categoria - SC Ricambi
18691;;SOSPENSIONE ANTERIORE SINISTRA OPEL ASTRA J;SOSPENSIONE ANTERIORE SINISTRA OPEL ASTRA J MOZZO MONTANTE OPEL ASTRA ANTERIORE SINISTRO SX 1.7 CDTI COMPLETA DI AMMORTIZZATORE, BRACCIO OSCILLANTE, DISCO E PINZA FRENO;OPEL;ASTRA;2011;Sospensioni e ruote
18694;;SOSPENSIONE ANTERIORE DESTRA OPEL ASTRA J 1.7 CDTI;SOSPENSIONE ANTERIORE DESTRA OPEL ASTRA J 1.7 CDTI MOZZO MONTANTE OPEL ASTRA ANTERIORE DESTRO 1.7 CDTI DX AMMORTIZZATORE, BRACCIO OSCILLANTE, DISCO E PINZA FRENO;OPEL;ASTRA;2011;Sospensioni e ruote
18696;;SERBATOIO OPEL ASTRA J 1.7 CDTI;SERBATOIO CARBURANTE 1.7 CDTI;OPEL;ASTRA;2011;Aspirazione, iniezione e scarico
18697;172029007R;SERBATOIO RENAULT CLIO 4 1.5 DCI;SERBATOIO CARBURANTE 172029007R 1.5 DCI;RENAULT;CLIO 4;2015;Aspirazione, iniezione e scarico
18699;13327078 13253987;CULLA MOTORE OPEL ASTRA J 1.7 CDTI;CULLA MOTORE OPEL ASTRA J 1.7 CDTI 110CV 13327078 367973422 CON BARRA STABILIZZATRICE BARRA DI TORSIONE 13253987;OPEL;ASTRA;2011;Sospensioni e ruote
18700;;PONTE POSTERIORE OPEL ASTRA J;PONTE ASSALE POSTERIORE 1.7 CDTI 110CV;OPEL;ASTRA;2011;Sospensioni e ruote
18703;;RUOTINO FIAT COUPE;RUOTINO RUOTA DI SCORTA T128/70 R15 95M;FIAT;COUPE 16V/20V;1999;Sospensioni e ruote
18707;;GOMME CONTINENTAL 205/60 R16;2 GOMME CONTINENTAL CONTIPREMIUMCONTACT 205/60 R16 92H AL 50%;GOMME;R16;2016;Sospensioni e ruote
18713;;PORTELLONE FIAT GRANDE PUNTO;PORTELLONE FIAT GRANDE PUNTO COFANO POSTERIORE COMPLETO DI LUNOTTO;FIAT;GRANDE PUNTO;2008;Parti carrozzeria e cristalli
18714;;PORTA POSTERIORE DESTRA DX FIAT GRANDE PUNTO;PORTA POSTERIORE DESTRA DX;FIAT;GRANDE PUNTO;2008;Parti carrozzeria e cristalli
18715;;PORTA POSTERIORE SINISTRA SX FIAT GRANDE PUNTO;PORTA POSTERIORE SINISTRA SX;FIAT;GRANDE PUNTO;2008;Parti carrozzeria e cristalli
18717;7,5JX16;CERCHI IN LEGA 16 FIAT COUPE;4 CERCHI IN LEGA PER FIAT COUPE MARCA OZ DA 16 POLLICI PDC 4X100 OFFSET ET37 7,5JX16 FORO CENTRALE 58,1 MM CON GOMME 195/55 R16 89V;FIAT;COUPE 16V/20V;1999;Sospensioni e ruote
18721;50701139 50705407;SOSPENSIONE ANTERIORE SINISTRA FIAT STILO 1.9 JTD;SOSPENSIONE ANTERIORE SINISTRA FIAT STILO 1.9 JTD MOZZO MONTANTE FIAT STILO 1.9 JTD ANTERIORE SINISTRO SX 50701139 50700561, COMPLETA DI AMMORTIZZATORE 50705407 50711242, DISCO E PINZA FRENO;FIAT;STILO;2005;Sospensioni e ruote
18723;71746603;SEMIASSE ANTERIORE SINISTRO FIAT 16;SEMIASSE ANTERIORE SINISTRO SX 71746603 1.9 JTD 88KW/120CV COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Cambio e trasmissioni
18732;50518703;TRAVERSA PONTE POSTERIORE ALFA ROMEO GIULIETTA;TRAVERSA PONTE ASSALE POSTERIORE 50518703;ALFA ROMEO;GIULIETTA;2016;Sospensioni e ruote
18733;33316779458;PONTE POSTERIORE MINI COOPER R57;PONTE ASSALE POSTERIORE MINI COOPER R57 CABRIO 33316779458 6779458;MINI;COOPER;2009;Sospensioni e ruote
18738;;MANIGLIA POSTERIORE SINISTRA NISSAN X TRAIL;MANIGLIA ESTERNA APERTURA PORTA POSTERIORE SINISTRA POST SX CROMATA;NISSAN;X-TRAIL;2015;Parti carrozzeria e cristalli
18739;;MANIGLIA INTERNA POSTERIORE SX NISSAN X TRAIL;MANIGLIA INTERNA APERTURA PORTA POSTERIORE SINISTRA POST SX CROMATA ORIGINALE;NISSAN;X-TRAIL;2015;Parti carrozzeria e cristalli
18741;;PORTA POSTERIORE SINISTRA SX FIAT STILO BERLINA;PORTA POSTERIORE SINISTRA SX FIAT STILO BERLINA 5 PORTE PORTIERA SPORTELLO LATO GUIDA;FIAT;STILO;2005;Parti carrozzeria e cristalli
18742;;PORTA POSTERIORE DESTRA DX FIAT STILO BERLINA;PORTA POSTERIORE DESTRA DX FIAT STILO BERLINA 5 PORTE PORTIERA SPORTELLO LATO PASSEGGERO;FIAT;STILO;2005;Parti carrozzeria e cristalli
18743;;PORTA ANTERIORE DESTRA DX FIAT STILO 5 PORTE;PORTA ANTERIORE DESTRA DX FIAT STILO PORTIERA SPORTELLO LATO PASSEGGERO PER MODELLI 5 PORTE BERLINA E STATION WAGON;FIAT;STILO;2005;Parti carrozzeria e cristalli
18746;F1814520;SERRATURA POSTERIORE SINISTRA NISSAN X TRAIL;SERRATURA PORTA POSTERIORE SINISTRA SX F1814520 A3NSO-XJ;NISSAN;X-TRAIL;2015;Parti carrozzeria e cristalli
18747;;PULSANTE ALZAVETRO POST SX NISSAN X TRAIL 2015;PULSANTE ALZAVETRO ALZACRISTALLI PORTA POSTERIORE SINISTRA POST SX;NISSAN;X-TRAIL;2015;Apparecchiature e comandi elettrici
18750;192A1000;MOTORE 1.9 JTD FIAT STILO;MOTORE 1.9 JTD FIAT STILO 192A1000 85KW 115CV CON INIETTORI 0445110119 E POMPA 0445010007;FIAT;STILO;2005;Motore e supporti vari
18758;;SEDILI OPEL ASTRA J;SEDILI TAPPEZZERIA COMPLETA DI SEDILE ANTERIORE CON DIVANETTO POSTERIORE E PANNELLI PORTA;OPEL;ASTRA;2011;Arredamenti interni e sedili
18759;;VETRO FISSO POSTERIORE SINISTRO RENAULT CLIO 3 SW;VETRO FISSO PORTA POSTERIORE SINISTRA POST SX SW;RENAULT;CLIO 3;2009;Parti carrozzeria e cristalli
18760;788614CE0A;MODANATURA ARCO RUOTA POST SX NISSAN X TRAIL;MODANATURA ARCO RUOTA PARAFANGO POSTERIORE SINISTRO POST SX 788614CE0A;NISSAN;X-TRAIL;2015;Accessori esterni carrozzeria
18761;A1765405708;CABLAGGIO PORTA POSTERIORE SINISTRA CLASSE A W176;CAVO CABLAGGIO IMPIANTO PORTA POSTERIORE SINISTRA SX A1765405708 W176;MERCEDES;CLASSE A;2013;Parti carrozzeria e cristalli
18765;;VETRO POSTERIORE SINISTRO MERCEDES CLASSE A W176;VETRO SCENDENTE OSCURATO PORTA POSTERIORE SINISTRA SX W176;MERCEDES;CLASSE A;2013;Parti carrozzeria e cristalli
18767;82831-4CB0A;GUARNIZIONE VETRO PORTA POST SX NISSAN X TRAIL;GUARNIZIONE GUIDA VETRO PORTA POSTERIORE SINISTRA POST SX 828314CB0A;NISSAN;X-TRAIL;2015;Accessori esterni carrozzeria
18769;735425616 735425617;MODANATURA CENTRALE PARAURTI ANTERIORE FIAT 500;MODANATURA CENTRALE PARAURTI ANTERIORE FIAT 500 SINISTRA SX 735425616 E DESTRA DX 735425617 ABBELLIMENTO DEL PARAURTI ANTERIORE;FIAT;500;2015;Accessori esterni carrozzeria
18773;8200291154B 8200291154;ALZAVETRO POSTERIORE SINISTRO RENAULT CLIO 3;ALZAVETRO ALZACRISTALLI POSTERIORE SINISTRO POST SX 8200291154B 8200291154;RENAULT;CLIO 3;2009;Parti carrozzeria e cristalli
18776;8200291155/B;ALZAVETRO POSTERIORE DESTRO RENAULT CLIO 3;ALZAVETRO ALZACRISTALLI POSTERIORE DESTRO POST DX 8200291155 8200291155B;RENAULT;CLIO 3;2009;Parti carrozzeria e cristalli
18793;300129-F;SERRATURA POSTERIORE DESTRA RENAULT CLIO 3;SERRATURA PORTA POSTERIORE DESTRA DX 300129-F;RENAULT;CLIO 3;2009;Parti carrozzeria e cristalli
18797;300128-F;SERRATURA POSTERIORE SINISTRA RENAULT CLIO 3;SERRATURA PORTA POSTERIORE SINISTRA SX 300128-F;RENAULT;CLIO 3;2009;Parti carrozzeria e cristalli
18799;71746669;MOTORINO AVVIAMENTO FIAT 16 1.9 JTD;MOTORINO AVVIAMENTO FIAT 16 1.9 JTD 71746669 COMPATIIBLE CON MOTORI ALFA FIAT LANCIA;FIAT;SEDICI;2006;Clima generatore e avviamento
18803;71743916;SUPPORTO BATTERIA FIAT 16 1.9 JTD;SUPPORTO PORTA BATTERIA 71743916 1.9 JTD;FIAT;SEDICI;2006;Clima generatore e avviamento
18805;324461698 13279486;PASSARUOTA POSTERIORE SINISTRO OPEL ASTRA J;PASSARUOTA POSTERIORE SINISTRO SX 324461698 13279486;OPEL;ASTRA;2011;Traino e ripari
18810;804000016RF;CERNIERA PORTA POSTERIORE DESTRA RENAULT CLIO 4;CERNIERA PORTA POSTERIORE DESTRA DX 804000016RF 804200003RK;RENAULT;CLIO 4;2015;Parti carrozzeria e cristalli
18811;804010016RF;CERNIERA PORTA POSTERIORE SINISTRA RENAULT CLIO 4;CERNIERA PORTA POSTERIORE SINISTRA SX 804010016RF 804200003RK;RENAULT;CLIO 4;2015;Parti carrozzeria e cristalli
18815;13258179;MOLLE A GAS PORTELLONE OPEL ASTRA J;MOLLE A GAS PORTELLONE OPEL ASTRA J 13258179 PUNTELLO COFANO POSTERIORE;OPEL;ASTRA;2011;Parti carrozzeria e cristalli
18819;13505726;CENTRALINA ESP IMBARDATA OPEL ASTRA J 1.7 CDI;SENSORE CENTRALINA ESP 13505726 OPEL ASTRA J CONTROLLO DELLA STABILITA IMBARDATA 1.7 CDTI 81KW 110CV;OPEL;ASTRA;2011;Apparecchiature e comandi elettrici
18820;13503802;SERRATURA ANTERIORE DESTRA OPEL ASTRA J;SERRATURA DELLA PORTA ANTERIORE DESTRA DX 13503802;OPEL;ASTRA;2011;Parti carrozzeria e cristalli
18821;13503801;SERRATURA ANTERIORE SINISTRA OPEL ASTRA J;SERRATURA DELLA PORTA ANTERIORE SINISTRA SX 13503801;OPEL;ASTRA;2011;Parti carrozzeria e cristalli
18822;3023881;SERRATURA POSTERIORE SINISTRA OPEL ASTRA J;SERRATURA DELLA PORTA POSTERIORE SINISTRA SX 3023881;OPEL;ASTRA;2011;Parti carrozzeria e cristalli
18823;14096201;MANIGLIA POSTERIORE SINISTRA OPEL ASTRA J;MANIGLIA PORTA POSTERIORE SINISTRA SX 14096201;OPEL;ASTRA;2011;Parti carrozzeria e cristalli
18825;14096401;MANIGLIA ANTERIORE DESTRA OPEL ASTRA J;MANIGLIA PORTA ANTERIORE DESTRA DX 14096401;OPEL;ASTRA;2011;Parti carrozzeria e cristalli
18829;13301888 13258639;PULSANTE ALZAVETRO POSTERIORE SX OPEL ASTRA J;PULSANTE ALZAVETRO POSTERIORE SINISTRO SX 13301888 13258639;OPEL;ASTRA;2011;Apparecchiature e comandi elettrici
18831;13301886;PULSANTE ALZAVETRO ANTERIORE DESTRO OPEL ASTRA J;PULSANTE ALZAVETRO ANTERIORE DESTRO DX 13301886;OPEL;ASTRA;2011;Apparecchiature e comandi elettrici
18840;13303937 13260040;MODANATURA PORTA ANTERIORE DESTRA OPEL ASTRA J;MODANATURA RIVESTIMENTO MONTANTE POSTERIORE ASTRA J DELLA PORTA ANTERIORE DESTRA DX 13303937 13260040;OPEL;ASTRA;2011;Accessori esterni carrozzeria
18844;13252175;PEDALIERA OPEL ASTRA J;PEDALIERA OPEL ASTRA J PEDALE FRENO E FRIZIONE 13252175;OPEL;ASTRA;2011;Comando freni e frizione
18845;13252702;PEDALE ACCELERATORE OPEL ASTRA J;PEDALE ACCELERATORE 13252702;OPEL;ASTRA;2011;Comando freni e frizione
18849;13302300;BODY COMPUTER OPEL ASTRA J;BODY COMPUTER OPEL ASTRA J 1.7 CDI 13302300 365927271 CENTRALINA PORTA FUSIBILI;OPEL;ASTRA;2011;Apparecchiature e comandi elettrici
18850;13338058 AACX 360573521;SERVOFRENO OPEL ASTRA J;SERVOFRENO 13338058 360573521 1.7 CDTI CON POMPA FRENI;OPEL;ASTRA;2011;Comando freni e frizione
18851;13285814 4SQ;CABLAGGIO PORTA ANTERIORE DESTRA OPEL ASTRA J;INSIEME CAVI CABLAGGIO IMPIANTO DELLA PORTA ANTERIORE DESTRA DX 13285814 4SQ;OPEL;ASTRA;2011;Parti carrozzeria e cristalli
18853;13253607 4QS;CABLAGGIO PORTA POSTERIORE SINISTRA OPEL ASTRA J;INSIEME CAVI CABLAGGIO IMPIANTO DELLA PORTA POSTERIORE SINISTRA SX 13253607 4QS;OPEL;ASTRA;2011;Parti carrozzeria e cristalli
18857;;FANALE POSTERIORE SINISTRO OPEL ASTRA J;FANALE STOP POSTERIORE SINISTRO SX OPEL ASTRA J MONTATO SU PORTELLONE;OPEL;ASTRA;2011;Illuminazione
18860;13264863 13264850;GUARNIZIONE GUIDA VETRO ANTERIORE DX OPEL ASTRA J;GUARNIZIONE GUIDA VETRO CROMATA OPEL ASTRA J PORTA ANTERIORE DESTRA 13264863 13264850 CON RASCHIAVETRO;OPEL;ASTRA;2011;Accessori esterni carrozzeria
18863;13264885 13260071;GUARNIZIONE GUIDA VETRO POSTERIORE SX OPEL ASTRA J;GUARNIZIONE GUIDA VETRO CROMATA OPEL ASTRA J PORTA POSTERIORE SINISTRA SX 13264885 13260071 13264861;OPEL;ASTRA;2011;Accessori esterni carrozzeria
18868;5354925 5354923;MANIGLIE SOTTOTETTO ANT E POST OPEL ASTRA J;MANIGLIE SOTTOTETTO ANTERIORE E POSTERIORE DESTRA E SINISTRA ANT E POST DX E SX 5354925 5354923 5354924;OPEL;ASTRA;2011;Arredamenti interni e sedili
18870;13282342 13502261;CAVO BATTERIA CON SENSORE OPEL ASTRA J;CAVO BATTERIA POLO NEGATIVO 13282342 CON SENSORE 13502261;OPEL;ASTRA;2011;Apparecchiature e comandi elettrici
18875;147177968R;SUPPORTO COMPRESSORE CLIMA RENAULT SCENIC 3 1.6;STAFFA SUPPORTO COMPRESSORE CLIMATIZZATORE 1.6 DCI 147177968R;RENAULT;SCENIC;2011;Motore e supporti vari
18877;113327867R;SUPPORTO MOTORE RENAULT SCENIC 3;SUPPORTO MOTORE 113327867R PER MOTORIZZAZIONI 1.6 DCI 96KW 130CV;RENAULT;SCENIC;2011;Motore e supporti vari
18879;BT16-17682-FA;SPECCHIO RETROVISORE DESTRO FORD TRANSIT CONNECT;SPECCHIO SPECCHIETTO RETROVISORE DESTRO DX BT1617682FA (CONNETTORE 5 PIN);FORD;TRANSIT CONNECT;2007;Parti carrozzeria e cristalli
18880;112100062R;SUPPORTO MOTORE RENAULT SCENIC 3;SUPPORTO MOTORE DESTRO LATO DISTRIBUZIONE SCENIC 3 112100062R 112841371R PER MOTORIZZAZIONI 1.6 DCI 96KW 130CV;RENAULT;SCENIC;2011;Motore e supporti vari
18881;397747256R;SUPPORTO SEMIASSE RENAULT SCENIC 3;SUPPORTO SEMIASSE DESTRO DX 1.6 DCI 96KW 130CV 397747256R;RENAULT;SCENIC;2011;Cambio e trasmissioni
18882;1366429080;CABLAGGIO PORTA ANTERIORE DESTRA FIAT DUCATO;CAVO CABLAGGIO PORTA ANTERIORE DESTRA DX 1366429080;FIAT PROFESSIONAL;DUCATO;2012;Parti carrozzeria e cristalli
18883;7854R;SUPPORTO CATALIZZATORE RENAULT SCENIC 3 1.6 DCI;SUPPORTO CATALIZZATORE 1.6 DCI 96KW 130CV 7854R;RENAULT;SCENIC;2011;Motore e supporti vari
18884;140030286R;COLLETTORE ASPIRAZIONE RENAULT SCENIC 3 1.6 DCI;COLLETTORE DI ASPIRAZIONE 140030286R 1.6 DCI 96KW 130CV COMPATIBILE CON NISSAN QASHQAI;RENAULT;SCENIC;2011;Aspirazione, iniezione e scarico
18885;140045202R;COLLETTORE SCARICO RENAULT SCENIC 1.6 DCI;COLLETTORE DI SCARICO 1.6 DCI 96KW 130CV COMPATIBILE CON NISSAN QASHQAI 140045202R;RENAULT;SCENIC;2011;Aspirazione, iniezione e scarico
18888;152085948R;SUPPORTO FILTRO OLIO RENAULT SCENIC 3 1.6 DCI;SUPPORTO FILTRO OLIO 152085948R 1.6 DCI 96KW 130CV;RENAULT;SCENIC;2011;Lubrificazione
18889;1350147080;SERRATURA ANTERIORE DESTRA FIAT DUCATO;SERRATURA PORTA ANTERIORE DESTRA ANT DX 1350147080 (COMPATIBILE PEUGEOT BOXER);FIAT PROFESSIONAL;DUCATO;2012;Parti carrozzeria e cristalli
18892;147100789R 8201068965;EGR RENAULT SCENIC 3 1.6 DCI;VALVOA EGR CON RADIATORE 1.6 DCI 96KW 130CV 147100789R 8201068965;RENAULT;SCENIC;2011;Aspirazione, iniezione e scarico
18893;147101478R 8201061904;VALVOLA EGR RENAULT SCENIC 3 1.6 DCI;VALVOLA EGR 1.6 DCI 96KW 130CV 147101478R 8201061904;RENAULT;SCENIC;2011;Aspirazione, iniezione e scarico
18899;8200947663 8200820922;SCATOLA FILTRO ARIA RENAULT SCENIC 3 1.6 DCI;SCATOLA CASSA FILTRO ARIA 1.6 DCI 96KW 130CV 8200947663 8200820922 1032331S03;RENAULT;SCENIC;2011;Aspirazione, iniezione e scarico
18900;144605705R 8201081675;TUBO INTERCOOLER RENAULT SCENIC 3 1.6 DCI;TUBO INTERCOOLER 1.6 DCI 96KW 130CV 144605705R 8201081675 1065332S01 1073746S01 1073747S01;RENAULT;SCENIC;2011;Aspirazione, iniezione e scarico
18903;391001702R;SEMIASSE DX RENAULT SCENIC 3;SEMIASSE DESTRO DX 1.6 DCI 96KW 130CV 391001702R;RENAULT;SCENIC;2011;Cambio e trasmissioni
18907;8200558438;CENTRALINA CANDELETTE RENAULT SCENIC 3;CENTRALINA PRERISCALDO CANDELETTE 8200558438 1.6 DCI SCENIC 3 COMPATIBILE CON MOTORI NISSAN OPEL RENAULT 1.5 1.6 2.0 DCI;RENAULT;SCENIC;2011;Apparecchiature e comandi elettrici
18911;175B10217R;COPRI MOTORE RENAULT SCENIC 3;COPRI MOTORE 175B10217R 1.6 DCI 130CV;RENAULT;SCENIC;2011;Traino e ripari
18913;165751903A;TUBO INTERCOOLER RENAULT SCENIC 3 1.6 DCI;TUBO INTERCOOLER 1.6 DCI 96KW 130CV 165751903A;RENAULT;SCENIC;2011;Aspirazione, iniezione e scarico
18915;165761844R 1047863S01;TUBO INTERCOOLER RENAULT SCENIC 3 1.6 DCI;TUBO INTERCOOLER 1.6 DCI 96KW 130CV 165761844R 1047863S01;RENAULT;SCENIC;2011;Aspirazione, iniezione e scarico
18921;271A35804R;TUBO ACQUA RADIATORE RENAULT SCENIC 3 DCI;TUBO ACQUA RADIATORE 271A35804R 1.6 DCI 96KW 130CV;RENAULT;SCENIC;2011;Vaschette e tubazioni varie
18922;0311133A;POMPA ACQUA RENAULT SCENIC;POMPA ACQUA CON TUBAZIONI 0311133A 1.6 DCI 96KW 130CV;RENAULT;SCENIC;2011;Organi meccanici e manutenzione
18923;8200762162;ELETTROVALVOLA RENAULT SCENIC 3 1.6 DCI 130CV;ELETTROVALVOLA RENAULT SCENIC 3 1.6 DCI 96KW 130CV 8200762162 CONVERTITORE DI PRESSIONE GAS DI SCARICO TURBINA;RENAULT;SCENIC;2011;Apparecchiature e comandi elettrici
18925;226400467R;SENSORE TEMPERATURA GAS SCARICO RENAULT SCENIC 3;SENSORE TEMPERATURA GAS DI SCARICO 226400467R 1.6 DCI 96KW 130CV;RENAULT;SCENIC;2011;Apparecchiature e comandi elettrici
18926;226A42455R 8201115305;SONDA LAMBDA RENAULT SCENIC 3 DCI;SONDA LAMBDA 1.6 DCI 226A42455R RENAULT SCENIC 3 8201115305 0281004187 SENSORE TEMPERATURA GAS DI SCARICO COMPATIBILE CON NISSAN RENAULT 1.5 1.6 2.0 DCI;RENAULT;SCENIC;2011;Apparecchiature e comandi elettrici
18928;8200923144 1032198S01;TUBO ARIA RENAULT SCENIC 3 1.6 DCI 130CV;TUBO ARIA 1.6 DCI 96KW 130CV 8200923144 1032198S01 1036705S01;RENAULT;SCENIC;2011;Vaschette e tubazioni varie
18932;151925323R;TUBO OLIO TURBINA RENAULT SCENIC 3 1.6 DCI 130CV;TUBO OLIO TURBINA 151925323R 1.6 DCI 96KW 130CV;RENAULT;SCENIC;2011;Vaschette e tubazioni varie
18933;151984117R 151985778R;TUBO OLIO TURBINA RENAULT SCENIC 3 1.6 DCI 130CV;TUBO RITORNO OLIO TURBINA 151984117R 151985778R 1.6 DCI 96KW 130CV;RENAULT;SCENIC;2011;Vaschette e tubazioni varie
18934;298531654R;PARACALORE CATALIZZATORE RENAULT SCENIC 3 1.6 DCI;RIPARO PARACALORE CATALIZZATORE 1.6 DCI 96KW 130CV 298531654R;RENAULT;SCENIC;2011;Traino e ripari
18941;;TIRANTE PORTA ANTERIORE FIAT DUCATO;TIRANTE FERMAPORTA ARRESTO PORTA ANTERIORE DESTRO E SINISTRO ANT DX SX ORIGINALE PARI AL NUOVO;FIAT PROFESSIONAL;DUCATO;2012;Parti carrozzeria e cristalli
18949;404469-A5;ALZAVETRO ANTERIORE SINISTRO HYUNDAI SANTA FE;MOTORINO ALZAVETRO ALZACRISTALLI PORTA ANTERIORE SINISTRA ANT SX 404469-A5;HYUNDAI;SANTA FE;2007;Parti carrozzeria e cristalli
18951;;SPECCHIO RETROVISORE DESTRO ALFA ROMEO 159;SPECCHIO SPECCHIETTO RETROVISORE ESTERNO DESTRO DX ALFA 159(ABBATTIBILE ELETTRICAMENTE, CONNETTORE 9 PIN);ALFA ROMEO;159;2007;Parti carrozzeria e cristalli
18956;824702B011HZ;ALZAVETRO ANTERIORE SINISTRO HYUNDAI SANTA FE;PANNELLO ALZAVETRO ALZACRISTALLI PORTA ANTERIORE SINISTRA ANT SX 824702B011HZ;HYUNDAI;SANTA FE;2007;Parti carrozzeria e cristalli
18964;;MANIGLIA ANTERIORE DESTRA ALFA ROMEO 159;MANIGLIA ESTERNA DELLA PORTA ANTERIORE DESTRA ALFA 159 DX COLORE GRIGIO;ALFA ROMEO;159;2007;Parti carrozzeria e cristalli
18968;;MANIGLIA ANTERIORE DESTRO FIAT DUCATO;MANIGLIA ESTERNA DELLA PORTA ANTERIORE DESTRA DUCATO DX COMPATIBILE CON PEUGEOT BOXER ORIGINALE PARI AL NUOVO;FIAT PROFESSIONAL;DUCATO;2014;Parti carrozzeria e cristalli
18970;;MANIGLIA ANTERIORE SINISTRA HYUNDAI SANTA FE;MANIGLIA ESTERNA DELLA PORTA ANTERIORE SINISTRA SANTA FE SX (KEYLESS);HYUNDAI;SANTA FE;2007;Parti carrozzeria e cristalli
18971;156043461;MANIGLIA INTERNA ANTERIORE SINISTRA ALFA ROMEO 159;MANIGLIA INTERNA DELLA PORTA ANTERIORE SINISTRA SX 156043461;ALFA ROMEO;159;2007;Parti carrozzeria e cristalli
18973;;MANIGLIA INTERNA ANTERIORE DESTRA FIAT DUCATO;MANIGLIA INTERNA DELLA PORTA ANTERIORE DESTRA DX;FIAT PROFESSIONAL;DUCATO;2014;Parti carrozzeria e cristalli
18974;82613CM000;MANIGLIA INTERNA ANTERIORE SX HYUNDAI SANTA FE;MANIGLIA INTERNA PORTA ANTERIORE SINISTRA SX 82613CM000;HYUNDAI;SANTA FE;2007;Parti carrozzeria e cristalli
18975;;MANIGLIA INTERNA ANTERIORE DX FORD TRANSIT CONNECT;MANIGLIA INTERNA DELLA PORTA ANTERIORE DESTRA DX;FORD;TRANSIT CONNECT;2007;Parti carrozzeria e cristalli
18979;1P0955711;TERGILUNOTTO SEAT LEON;MOTORINO TERGILUNOTTO TERGICRISTALLO POSTERIORE 1P0955711;SEAT;LEON;2011;Apparecchiature e comandi elettrici
18980;8A61-A17K441-AD 0390201215;TERGILUNOTTO FORD FIESTA MK6;MOTORINO TERGILUNOTTO 8A61A17K441AD 0390201215 FORD FIESTA MK6 TERGICRISTALLO POSTERIORE;FORD;FIESTA;2014;Apparecchiature e comandi elettrici
18981;60693263;CENTRALINA PORTA ANTERIORE DESTRA ALFA ROMEO 159;CENTRALINA PORTA ANTERIORE DESTRA DX 60693263;ALFA ROMEO;159;2007;Apparecchiature e comandi elettrici
18990;51797558 51905690;SERRATURA ANTERIORE DESTRA FIAT GRANDE PUNTO;SERRATURA PORTA ANTERIORE DESTRA DX 51797558 51905690 55701964;FIAT;GRANDE PUNTO;2008;Parti carrozzeria e cristalli
18995;813102B020;SERRATURA ANTERIORE SINISTRA HYUNDAI SANTA FE;SERRATURA PORTA ANTERIORE SINISTRA SX 813102B020;HYUNDAI;SANTA FE;2007;Parti carrozzeria e cristalli
18996;935552B000;INTERRUTTORE CARBURANTE HYUNDAI SANTA FE 2007;INTERRUTTORE PULSANTE SPORTELLO TAPPO SERBATOIO CARBURANTE 935552B000;HYUNDAI;SANTA FE;2007;Apparecchiature e comandi elettrici
19030;5145275273;MODANATURA CRUSCOTTO SINISTRA MINI COOPER R56 R57;MODANATURA RIVESTIMENTO CRUSCOTTO INTERNA SINISTRA INT SX 51452752773;MINI;COOPER;2009;Arredamenti interni e sedili
19031;5145275274;MODANATURA CRUSCOTTO DESTRA MINI COOPER R56 R57;MODANATURA CRUSCOTTO INTERNA DESTRA INT DX 51452752774;MINI;COOPER;2009;Arredamenti interni e sedili
19032;61429127088 8ES00947920;CENTRALINA CONVERTITORE DI COPPIA MINI COOPER R56;CENTRALINA CONTROLLO CONVERTITORE DI COPPIA 61429127088 COOPER R56 R57 1.6 16V 88KW 120CV 8ES00947920;MINI;COOPER;2009;Apparecchiature e comandi elettrici
19038;23989135;BOCCHETTA DIFFUSORE ARIA SINISTRA MINI COOPER R56;BOCCHETTA DIFFUSORE ARIA AERAZIONE CRUSCOTTO SINISTRA DIFFUSORE LATO GUIDATORE 23989135;MINI;COOPER;2009;Arredamenti interni e sedili
19041;0055609504;RIVESTIMENTO RIPARO PIANTONE STERZO MINI COOPER;RIVESTIMENTO RIPARO PIANTONE STERZO SUPERIORE ED INFERIORE R56 R57 0055609504;MINI;COOPER;2009;Arredamenti interni e sedili
19042;66213450085 0263004241;CENTRALINA SENSORI DI PARCHEGGIO MINI COOPER R56;CENTRALINA SENSORI DI PARCHEGGIO 66213450085 0263004241 COMPATIBILE CON CABRIO R57 E CLUBMAN R55;MINI;COOPER;2009;Apparecchiature e comandi elettrici
19048;35426786591;PEDALE ACCELERATORE MINI COOPER R56 R57;PEDALE ACCELERATORE 35426786591 6PV009379 74766500;MINI;COOPER;2009;Comando freni e frizione
19050;51767200293 7200293;MODANATURA SUPERIORE PARABREZZA MINI COOPER R57;MODANATURA RIVESTIMENTO SUPERIORE DEL PARABREZZA ANTERIORE 51767200293 7200293 CON LESIONE CONTROLLARE LA FOTO;MINI;COOPER;2009;Accessori esterni carrozzeria
19051;603141500C;CINTURA DI SICUREZZA ANTERIORE SX MINI COOPER R57;CINTURA DI SICUREZZA ANTERIORE SINISTRA SX 603141500C COMPATIBILE CON R52;MINI;COOPER;2009;Apparecchiature e comandi elettrici
19052;603141500C;CINTURA DI SICUREZZA ANTERIORE DX MINI COOPER R57;CINTURA DI SICUREZZA ANTERIORE DESTRA DX MINI COOPER 603141500C COMPATIBILE CON R52;MINI;COOPER;2009;Apparecchiature e comandi elettrici
